City,State,Wind Speed,Date
CHARLESTON,SC,8.3,2022-05-01
COLUMBIA,SC,6.6,2022-05-01
ABERDEEN,SD,12.0,2022-05-01
HURON,SD,11.1,2022-05-01
RAPID CITY,SD,11.7,2022-05-01
SIOUX FALLS,SD,10.9,2022-05-01
CHATTANOOGA,TN,5.0,2022-05-01
KNOXVILLE,TN,6.2,2022-05-01
MEMPHIS,TN,8.3,2022-05-01
NASHVILLE,TN,6.9,2022-05-01
ABILENE,TX,12.1,2022-05-01
AMARILLO,TX,13.7,2022-05-01
AUSTIN,TX,7.2,2022-05-01
BROWNSVILLE,TX,12.2,2022-05-01
CORPUS CHRISTI,TX,12.6,2022-05-01
DALLAS,TX,10.8,2022-05-01
DEL RIO,TX,10.2,2022-05-01
EL PASO,TX,9.8,2022-05-01
GALVESTON,TX,12.7,2022-05-01
HOUSTON,TX,8.3,2022-05-01
LUBBOCK,TX,13.7,2022-05-01
PORT ARTHUR,TX,9.2,2022-05-01
SAN ANGELO,TX,10.5,2022-05-01
SAN ANTONIO,TX,9.4,2022-05-01
VICTORIA,TX,10.6,2022-05-01
WACO,TX,10.5,2022-05-01
WICHITA FALLS,TX,12.1,2022-05-01
SALT LAKE CITY,UT,9.0,2022-05-01
BURLINGTON,VT,8.2,2022-05-01
LYNCHBURG,VA,5.9,2022-05-01
NORFOLK,VA,9.9,2022-05-01
RICHMOND,VA,7.9,2022-05-01
ROANOKE,VA,6.5,2022-05-01
WALLOPS ISLAND,VA,9.7,2022-05-01
OLYMPIA,WA,6.0,2022-05-01
QUILLAYUTE,WA,5.3,2022-05-01
SEATTLE,WA,7.7,2022-05-01
SPOKANE,WA,9.3,2022-05-01
WALLA WALLA,WA,8.3,2022-05-01
YAKIMA,WA,7.5,2022-05-01
BECKLEY,WV,7.0,2022-05-01
CHARLESTON,WV,4.4,2022-05-01
ELKINS,WV,4.9,2022-05-01
HUNTINGTON,WV,5.5,2022-05-01
GREEN BAY,WI,9.2,2022-05-01
LA CROSSE,WI,8.7,2022-05-01
MADISON,WI,8.4,2022-05-01
MILWAUKEE,WI,10.2,2022-05-01
CASPER,WY,10.7,2022-05-01
CHEYENNE,WY,11.9,2022-05-01
LANDER,WY,7.3,2022-05-01
SHERIDAN,WY,8.3,2022-05-01
GUAM,PC,9.6,2022-05-01
KOROR,PC,5.2,2022-05-01
SAN JUAN,PR,8.1,2022-05-01
BIRMINGHAM,AL,5.4,2022-06-01
HUNTSVILLE,AL,6.1,2022-06-01
MOBILE,AL,6.4,2022-06-01
MONTGOMERY,AL,5.0,2022-06-01
ANCHORAGE,AK,8.0,2022-06-01
ANNETTE,AK,7.2,2022-06-01
BARROW,AK,12.0,2022-06-01
BETHEL,AK,9.7,2022-06-01
BETTLES,AK,5.7,2022-06-01
BIG DELTA,AK,7.6,2022-06-01
COLD BAY,AK,14.9,2022-06-01
FAIRBANKS,AK,5.8,2022-06-01
GULKANA,AK,7.5,2022-06-01
HOMER,AK,7.2,2022-06-01
JUNEAU,AK,6.8,2022-06-01
KING SALMON,AK,9.1,2022-06-01
KODIAK,AK,9.3,2022-06-01
KOTZEBUE,AK,10.7,2022-06-01
MCGRATH,AK,5.3,2022-06-01
NOME,AK,8.9,2022-06-01
TALKEETNA,AK,4.6,2022-06-01
VALDEZ,AK,5.9,2022-06-01
YAKUTAT,AK,5.3,2022-06-01
FLAGSTAFF,AZ,7.1,2022-06-01
PHOENIX,AZ,6.9,2022-06-01
TUCSON,AZ,8.2,2022-06-01
WINSLOW,AZ,9.8,2022-06-01
FORT SMITH,AR,6.1,2022-06-01
LITTLE ROCK,AR,6.3,2022-06-01
BAKERSFIELD,CA,7.8,2022-06-01
BISHOP,CA,8.3,2022-06-01
BLUE CANYON,CA,5.1,2022-06-01
FRESNO,CA,8.3,2022-06-01
LONG BEACH,CA,6.4,2022-06-01
LOS ANGELES,CA,2.1,2022-06-01
REDDING,CA,7.0,2022-06-01
SACRAMENTO,CA,7.9,2022-06-01
SAN DIEGO,CA,7.2,2022-06-01
SAN FRANCISCO,CA,13.8,2022-06-01
SANTA BARBARA,CA,6.2,2022-06-01
SANTA MARIA,CA,8.4,2022-06-01
STOCKTON,CA,9.7,2022-06-01
ALAMOSA,CO,8.9,2022-06-01
COLORADO SPRINGS,CO,10.0,2022-06-01
DENVER,CO,8.3,2022-06-01
GRAND JUNCTION,CO,9.4,2022-06-01
PUEBLO,CO,9.2,2022-06-01
BRIDGEPORT,CT,8.6,2022-06-01
HARTFORD,CT,7.2,2022-06-01
WILMINGTON,DE,7.8,2022-06-01
WASHINGTON DULLES,DC,6.3,2022-06-01
DAYTONA BEACH,FL,6.3,2022-06-01
FORT MYERS,FL,6.2,2022-06-01
GAINESVILLE,FL,5.6,2022-06-01
JACKSONVILLE,FL,6.3,2022-06-01
KEY WEST,FL,9.1,2022-06-01
MIAMI,FL,7.5,2022-06-01
ORLANDO,FL,6.9,2022-06-01
PENSACOLA,FL,7.4,2022-06-01
TALLAHASSEE,FL,5.0,2022-06-01
TAMPA,FL,6.6,2022-06-01
VERO BEACH,FL,7.5,2022-06-01
WEST PALM BEACH,FL,8.2,2022-06-01
ATHENS,GA,5.1,2022-06-01
ATLANTA,GA,7.4,2022-06-01
AUGUSTA,GA,5.1,2022-06-01
COLUMBUS,GA,5.6,2022-06-01
MACON,GA,5.5,2022-06-01
SAVANNAH,GA,6.5,2022-06-01
HILO,HI,6.6,2022-06-01
HONOLULU,HI,11.8,2022-06-01
KAHULUI,HI,15.2,2022-06-01
LIHUE,HI,14.3,2022-06-01
BOISE,ID,8.1,2022-06-01
LEWISTON,ID,5.9,2022-06-01
POCATELLO,ID,9.7,2022-06-01
CHICAGO,IL,8.9,2022-06-01
MOLINE,IL,7.5,2022-06-01
PEORIA,IL,7.4,2022-06-01
ROCKFORD,IL,8.2,2022-06-01
SPRINGFIELD,IL,7.8,2022-06-01
EVANSVILLE,IN,6.2,2022-06-01
FORT WAYNE,IN,8.1,2022-06-01
INDIANAPOLIS,IN,8.5,2022-06-01
SOUTH BEND,IN,8.0,2022-06-01
DES MOINES,IA,9.1,2022-06-01
DUBUQUE,IA,9.1,2022-06-01
SIOUX CITY,IA,9.8,2022-06-01
WATERLOO,IA,8.9,2022-06-01
CONCORDIA,KS,11.1,2022-06-01
DODGE CITY,KS,13.6,2022-06-01
GOODLAND,KS,12.2,2022-06-01
TOPEKA,KS,7.9,2022-06-01
WICHITA,KS,11.9,2022-06-01
JACKSON,KY,3.6,2022-06-01
LEXINGTON,KY,6.8,2022-06-01
LOUISVILLE,KY,7.2,2022-06-01
PADUCAH,KY,5.8,2022-06-01
BATON ROUGE,LA,5.8,2022-06-01
LAKE CHARLES,LA,6.5,2022-06-01
NEW ORLEANS,LA,6.7,2022-06-01
SHREVEPORT,LA,6.6,2022-06-01
CARIBOU,ME,7.5,2022-06-01
PORTLAND,ME,7.5,2022-06-01
BALTIMORE,MD,6.7,2022-06-01
BOSTON,MA,10.6,2022-06-01
WORCESTER,MA,9.2,2022-06-01
ALPENA,MI,6.9,2022-06-01
DETROIT,MI,8.4,2022-06-01
FLINT,MI,7.9,2022-06-01
GRAND RAPIDS,MI,8.5,2022-06-01
HOUGHTON LAKE,MI,7.5,2022-06-01
LANSING,MI,7.9,2022-06-01
MUSKEGON,MI,8.5,2022-06-01
DULUTH,MN,9.3,2022-06-01
INTERNATIONAL FALLS,MN,7.4,2022-06-01
ROCHESTER,MN,11.2,2022-06-01
SAINT CLOUD,MN,7.9,2022-06-01
JACKSON,MS,5.2,2022-06-01
MERIDIAN,MS,4.9,2022-06-01
TUPELO,MS,5.4,2022-06-01
COLUMBIA,MO,8.3,2022-06-01
KANSAS CITY,MO,9.8,2022-06-01
SPRINGFIELD,MO,8.4,2022-06-01
BILLINGS,MT,9.4,2022-06-01
GLASGOW,MT,11.0,2022-06-01
GREAT FALLS,MT,9.9,2022-06-01
HAVRE,MT,9.6,2022-06-01
HELENA,MT,7.9,2022-06-01
KALISPELL,MT,6.0,2022-06-01
MISSOULA,MT,6.5,2022-06-01
GRAND ISLAND,NE,11.0,2022-06-01
LINCOLN,NE,9.9,2022-06-01
NORFOLK,NE,10.1,2022-06-01
NORTH PLATTE,NE,9.5,2022-06-01
OMAHA,NE,9.7,2022-06-01
SCOTTSBLUFF,NE,9.9,2022-06-01
VALENTINE,NE,10.1,2022-06-01
ELKO,NV,6.5,2022-06-01
ELY,NV,10.0,2022-06-01
LAS VEGAS,NV,10.3,2022-06-01
RENO,NV,7.8,2022-06-01
WINNEMUCCA,NV,8.4,2022-06-01
CONCORD,NH,5.6,2022-06-01
ATLANTIC CITY,NJ,8.0,2022-06-01
NEWARK,NJ,9.2,2022-06-01
ALBUQUERQUE,NM,9.2,2022-06-01
CLAYTON,NM,12.7,2022-06-01
ROSWELL,NM,9.8,2022-06-01
ALBANY,NY,7.2,2022-06-01
BINGHAMTON,NY,8.0,2022-06-01
BUFFALO,NY,9.3,2022-06-01
ISLIP,NY,8.4,2022-06-01
NEW YORK JFK AP,NY,10.2,2022-06-01
ROCHESTER,NY,8.1,2022-06-01
SYRACUSE,NY,7.2,2022-06-01
ASHEVILLE,NC,5.2,2022-06-01
CAPE HATTERAS,NC,9.5,2022-06-01
CHARLOTTE,NC,6.1,2022-06-01
RALEIGH,NC,6.3,2022-06-01
WILMINGTON,NC,7.6,2022-06-01
BISMARCK,ND,9.5,2022-06-01
FARGO,ND,10.5,2022-06-01
GRAND FORKS,ND,9.7,2022-06-01
WILLISTON,ND,9.6,2022-06-01
AKRON,OH,7.9,2022-06-01
CINCINNATI,OH,7.2,2022-06-01
CLEVELAND,OH,8.4,2022-06-01
COLUMBUS,OH,6.8,2022-06-01
DAYTON,OH,8.3,2022-06-01
MANSFIELD,OH,8.5,2022-06-01
TOLEDO,OH,7.6,2022-06-01
YOUNGSTOWN,OH,7.3,2022-06-01
OKLAHOMA CITY,OK,10.8,2022-06-01
TULSA,OK,9.4,2022-06-01
ASTORIA,OR,8.0,2022-06-01
BURNS,OR,7.6,2022-06-01
EUGENE,OR,7.0,2022-06-01
MEDFORD,OR,5.5,2022-06-01
PENDLETON,OR,8.9,2022-06-01
PORTLAND,OR,6.8,2022-06-01
SALEM,OR,6.5,2022-06-01
SEXTON SUMMIT,OR,7.0,2022-06-01
ALLENTOWN,PA,6.9,2022-06-01
ERIE,PA,8.6,2022-06-01
PHILADELPHIA,PA,8.6,2022-06-01
PITTSBURGH,PA,7.0,2022-06-01
AVOCA,PA,6.3,2022-06-01
WILLIAMSPORT,PA,5.9,2022-06-01
PROVIDENCE,RI,8.8,2022-06-01
CHARLESTON,SC,7.7,2022-06-01
COLUMBIA,SC,6.0,2022-06-01
ABERDEEN,SD,10.5,2022-06-01
HURON,SD,9.8,2022-06-01
RAPID CITY,SD,10.3,2022-06-01
SIOUX FALLS,SD,9.8,2022-06-01
CHATTANOOGA,TN,4.4,2022-06-01
KNOXVILLE,TN,5.6,2022-06-01
MEMPHIS,TN,7.4,2022-06-01
NASHVILLE,TN,6.1,2022-06-01
ABILENE,TX,11.3,2022-06-01
AMARILLO,TX,13.9,2022-06-01
AUSTIN,TX,6.6,2022-06-01
BROWNSVILLE,TX,10.9,2022-06-01
CORPUS CHRISTI,TX,10.7,2022-06-01
DALLAS,TX,10.3,2022-06-01
DEL RIO,TX,10.5,2022-06-01
EL PASO,TX,8.7,2022-06-01
GALVESTON,TX,11.1,2022-06-01
HOUSTON,TX,7.1,2022-06-01
LUBBOCK,TX,13.1,2022-06-01
PORT ARTHUR,TX,7.8,2022-06-01
SAN ANGELO,TX,9.9,2022-06-01
SAN ANTONIO,TX,9.2,2022-06-01
VICTORIA,TX,9.3,2022-06-01
WACO,TX,10.0,2022-06-01
WICHITA FALLS,TX,11.7,2022-06-01
SALT LAKE CITY,UT,9.2,2022-06-01
BURLINGTON,VT,7.6,2022-06-01
LYNCHBURG,VA,5.1,2022-06-01
NORFOLK,VA,9.1,2022-06-01
RICHMOND,VA,7.3,2022-06-01
ROANOKE,VA,5.9,2022-06-01
WALLOPS ISLAND,VA,8.9,2022-06-01
OLYMPIA,WA,6.1,2022-06-01
QUILLAYUTE,WA,5.1,2022-06-01
SEATTLE,WA,7.7,2022-06-01
SPOKANE,WA,9.3,2022-06-01
WALLA WALLA,WA,8.6,2022-06-01
YAKIMA,WA,7.7,2022-06-01
BECKLEY,WV,6.0,2022-06-01
CHARLESTON,WV,4.0,2022-06-01
ELKINS,WV,4.1,2022-06-01
HUNTINGTON,WV,5.1,2022-06-01
GREEN BAY,WI,7.9,2022-06-01
LA CROSSE,WI,8.1,2022-06-01
MADISON,WI,7.4,2022-06-01
MILWAUKEE,WI,9.0,2022-06-01
CASPER,WY,10.3,2022-06-01
CHEYENNE,WY,11.0,2022-06-01
LANDER,WY,7.5,2022-06-01
SHERIDAN,WY,7.2,2022-06-01
GUAM,PC,9.1,2022-06-01
KOROR,PC,5.4,2022-06-01
SAN JUAN,PR,8.9,2022-06-01
BIRMINGHAM,AL,5.2,2022-07-01
HUNTSVILLE,AL,5.2,2022-07-01
MOBILE,AL,5.7,2022-07-01
MONTGOMERY,AL,4.8,2022-07-01
ANCHORAGE,AK,7.1,2022-07-01
ANNETTE,AK,6.4,2022-07-01
BARROW,AK,12.2,2022-07-01
BETHEL,AK,9.6,2022-07-01
BETTLES,AK,5.4,2022-07-01
BIG DELTA,AK,6.8,2022-07-01
COLD BAY,AK,14.6,2022-07-01
FAIRBANKS,AK,5.3,2022-07-01
GULKANA,AK,7.0,2022-07-01
HOMER,AK,6.5,2022-07-01
JUNEAU,AK,6.6,2022-07-01
KING SALMON,AK,8.6,2022-07-01
KODIAK,AK,7.9,2022-07-01
KOTZEBUE,AK,11.4,2022-07-01
MCGRATH,AK,4.9,2022-07-01
NOME,AK,9.0,2022-07-01
TALKEETNA,AK,4.1,2022-07-01
VALDEZ,AK,4.8,2022-07-01
YAKUTAT,AK,4.9,2022-07-01
FLAGSTAFF,AZ,5.1,2022-07-01
PHOENIX,AZ,7.4,2022-07-01
TUCSON,AZ,7.9,2022-07-01
WINSLOW,AZ,8.4,2022-07-01
FORT SMITH,AR,5.6,2022-07-01
LITTLE ROCK,AR,6.1,2022-07-01
BAKERSFIELD,CA,7.4,2022-07-01
BISHOP,CA,8.0,2022-07-01
BLUE CANYON,CA,4.4,2022-07-01
FRESNO,CA,7.6,2022-07-01
LONG BEACH,CA,6.3,2022-07-01
LOS ANGELES,CA,2.1,2022-07-01
REDDING,CA,5.9,2022-07-01
SACRAMENTO,CA,7.6,2022-07-01
SAN DIEGO,CA,7.0,2022-07-01
SAN FRANCISCO,CA,13.0,2022-07-01
SANTA BARBARA,CA,6.0,2022-07-01
SANTA MARIA,CA,7.1,2022-07-01
STOCKTON,CA,8.7,2022-07-01
ALAMOSA,CO,6.9,2022-07-01
COLORADO SPRINGS,CO,8.9,2022-07-01
DENVER,CO,7.9,2022-07-01
GRAND JUNCTION,CO,9.2,2022-07-01
PUEBLO,CO,8.5,2022-07-01
BRIDGEPORT,CT,8.1,2022-07-01
HARTFORD,CT,6.7,2022-07-01
WILMINGTON,DE,7.4,2022-07-01
WASHINGTON DULLES,DC,5.7,2022-07-01
DAYTONA BEACH,FL,5.7,2022-07-01
FORT MYERS,FL,5.5,2022-07-01
GAINESVILLE,FL,5.0,2022-07-01
JACKSONVILLE,FL,5.8,2022-07-01
KEY WEST,FL,8.6,2022-07-01
MIAMI,FL,7.2,2022-07-01
ORLANDO,FL,6.3,2022-07-01
PENSACOLA,FL,6.7,2022-07-01
TALLAHASSEE,FL,4.5,2022-07-01
TAMPA,FL,5.8,2022-07-01
VERO BEACH,FL,6.8,2022-07-01
WEST PALM BEACH,FL,7.7,2022-07-01
ATHENS,GA,4.9,2022-07-01
ATLANTA,GA,7.1,2022-07-01
AUGUSTA,GA,5.0,2022-07-01
COLUMBUS,GA,5.5,2022-07-01
MACON,GA,5.2,2022-07-01
SAVANNAH,GA,6.2,2022-07-01
HILO,HI,6.5,2022-07-01
HONOLULU,HI,11.9,2022-07-01
KAHULUI,HI,15.3,2022-07-01
LIHUE,HI,14.6,2022-07-01
BOISE,ID,7.4,2022-07-01
LEWISTON,ID,5.8,2022-07-01
POCATELLO,ID,8.6,2022-07-01
CHICAGO,IL,8.2,2022-07-01
MOLINE,IL,6.5,2022-07-01
PEORIA,IL,6.4,2022-07-01
ROCKFORD,IL,7.3,2022-07-01
SPRINGFIELD,IL,6.7,2022-07-01
EVANSVILLE,IN,5.4,2022-07-01
FORT WAYNE,IN,6.9,2022-07-01
INDIANAPOLIS,IN,7.6,2022-07-01
SOUTH BEND,IN,7.2,2022-07-01
DES MOINES,IA,8.3,2022-07-01
DUBUQUE,IA,7.9,2022-07-01
SIOUX CITY,IA,8.2,2022-07-01
WATERLOO,IA,7.6,2022-07-01
CONCORDIA,KS,10.1,2022-07-01
DODGE CITY,KS,12.3,2022-07-01
GOODLAND,KS,11.1,2022-07-01
TOPEKA,KS,6.8,2022-07-01
WICHITA,KS,10.7,2022-07-01
JACKSON,KY,3.2,2022-07-01
LEXINGTON,KY,6.1,2022-07-01
LOUISVILLE,KY,6.6,2022-07-01
PADUCAH,KY,5.3,2022-07-01
BATON ROUGE,LA,5.2,2022-07-01
LAKE CHARLES,LA,5.5,2022-07-01
NEW ORLEANS,LA,5.9,2022-07-01
SHREVEPORT,LA,6.1,2022-07-01
CARIBOU,ME,6.6,2022-07-01
PORTLAND,ME,6.9,2022-07-01
BALTIMORE,MD,6.2,2022-07-01
BOSTON,MA,10.2,2022-07-01
WORCESTER,MA,8.8,2022-07-01
ALPENA,MI,6.4,2022-07-01
DETROIT,MI,7.9,2022-07-01
FLINT,MI,7.2,2022-07-01
GRAND RAPIDS,MI,7.9,2022-07-01
HOUGHTON LAKE,MI,6.8,2022-07-01
LANSING,MI,7.1,2022-07-01
MUSKEGON,MI,8.0,2022-07-01
DULUTH,MN,8.5,2022-07-01
INTERNATIONAL FALLS,MN,6.5,2022-07-01
ROCHESTER,MN,9.6,2022-07-01
SAINT CLOUD,MN,6.9,2022-07-01
JACKSON,MS,4.6,2022-07-01
MERIDIAN,MS,4.5,2022-07-01
TUPELO,MS,4.9,2022-07-01
COLUMBIA,MO,7.5,2022-07-01
KANSAS CITY,MO,8.9,2022-07-01
SPRINGFIELD,MO,7.4,2022-07-01
BILLINGS,MT,8.8,2022-07-01
GLASGOW,MT,10.4,2022-07-01
GREAT FALLS,MT,9.1,2022-07-01
HAVRE,MT,8.5,2022-07-01
HELENA,MT,7.1,2022-07-01
KALISPELL,MT,5.6,2022-07-01
MISSOULA,MT,6.3,2022-07-01
GRAND ISLAND,NE,9.3,2022-07-01
LINCOLN,NE,8.8,2022-07-01
NORFOLK,NE,8.9,2022-07-01
NORTH PLATTE,NE,8.5,2022-07-01
OMAHA,NE,8.6,2022-07-01
SCOTTSBLUFF,NE,8.6,2022-07-01
VALENTINE,NE,9.2,2022-07-01
ELKO,NV,6.1,2022-07-01
ELY,NV,9.5,2022-07-01
LAS VEGAS,NV,9.1,2022-07-01
RENO,NV,7.2,2022-07-01
WINNEMUCCA,NV,7.8,2022-07-01
CONCORD,NH,5.1,2022-07-01
ATLANTIC CITY,NJ,7.4,2022-07-01
NEWARK,NJ,8.7,2022-07-01
ALBUQUERQUE,NM,8.2,2022-07-01
CLAYTON,NM,11.3,2022-07-01
ROSWELL,NM,8.5,2022-07-01
ALBANY,NY,6.6,2022-07-01
BINGHAMTON,NY,7.2,2022-07-01
BUFFALO,NY,8.9,2022-07-01
ISLIP,NY,7.8,2022-07-01
NEW YORK JFK AP,NY,9.8,2022-07-01
ROCHESTER,NY,7.4,2022-07-01
SYRACUSE,NY,6.8,2022-07-01
ASHEVILLE,NC,4.9,2022-07-01
CAPE HATTERAS,NC,9.0,2022-07-01
CHARLOTTE,NC,5.7,2022-07-01
RALEIGH,NC,6.1,2022-07-01
WILMINGTON,NC,7.2,2022-07-01
BISMARCK,ND,8.5,2022-07-01
FARGO,ND,9.2,2022-07-01
GRAND FORKS,ND,8.4,2022-07-01
WILLISTON,ND,8.6,2022-07-01
AKRON,OH,7.2,2022-07-01
CINCINNATI,OH,6.5,2022-07-01
CLEVELAND,OH,7.8,2022-07-01
COLUMBUS,OH,6.0,2022-07-01
DAYTON,OH,7.4,2022-07-01
MANSFIELD,OH,7.5,2022-07-01
TOLEDO,OH,6.7,2022-07-01
YOUNGSTOWN,OH,6.7,2022-07-01
OKLAHOMA CITY,OK,9.8,2022-07-01
TULSA,OK,8.7,2022-07-01
ASTORIA,OR,8.2,2022-07-01
BURNS,OR,7.0,2022-07-01
EUGENE,OR,7.4,2022-07-01
MEDFORD,OR,5.2,2022-07-01
PENDLETON,OR,8.4,2022-07-01
PORTLAND,OR,7.1,2022-07-01
SALEM,OR,6.5,2022-07-01
SEXTON SUMMIT,OR,7.3,2022-07-01
ALLENTOWN,PA,6.1,2022-07-01
ERIE,PA,8.0,2022-07-01
PHILADELPHIA,PA,8.3,2022-07-01
PITTSBURGH,PA,6.2,2022-07-01
AVOCA,PA,5.9,2022-07-01
WILLIAMSPORT,PA,5.3,2022-07-01
PROVIDENCE,RI,8.4,2022-07-01
CHARLESTON,SC,7.3,2022-07-01
COLUMBIA,SC,5.7,2022-07-01
ABERDEEN,SD,9.1,2022-07-01
HURON,SD,9.0,2022-07-01
RAPID CITY,SD,9.5,2022-07-01
SIOUX FALLS,SD,9.1,2022-07-01
CHATTANOOGA,TN,4.2,2022-07-01
KNOXVILLE,TN,5.4,2022-07-01
MEMPHIS,TN,6.8,2022-07-01
NASHVILLE,TN,5.8,2022-07-01
ABILENE,TX,10.0,2022-07-01
AMARILLO,TX,12.4,2022-07-01
AUSTIN,TX,6.2,2022-07-01
BROWNSVILLE,TX,10.9,2022-07-01
CORPUS CHRISTI,TX,10.8,2022-07-01
DALLAS,TX,8.9,2022-07-01
DEL RIO,TX,9.9,2022-07-01
EL PASO,TX,7.7,2022-07-01
GALVESTON,TX,9.8,2022-07-01
HOUSTON,TX,6.2,2022-07-01
LUBBOCK,TX,10.9,2022-07-01
PORT ARTHUR,TX,6.3,2022-07-01
SAN ANGELO,TX,8.9,2022-07-01
SAN ANTONIO,TX,8.8,2022-07-01
VICTORIA,TX,8.5,2022-07-01
WACO,TX,9.8,2022-07-01
WICHITA FALLS,TX,10.7,2022-07-01
SALT LAKE CITY,UT,9.1,2022-07-01
BURLINGTON,VT,7.0,2022-07-01
LYNCHBURG,VA,4.7,2022-07-01
NORFOLK,VA,8.5,2022-07-01
RICHMOND,VA,6.9,2022-07-01
ROANOKE,VA,5.5,2022-07-01
WALLOPS ISLAND,VA,8.1,2022-07-01
OLYMPIA,WA,5.5,2022-07-01
QUILLAYUTE,WA,4.8,2022-07-01
SEATTLE,WA,7.3,2022-07-01
SPOKANE,WA,8.6,2022-07-01
WALLA WALLA,WA,8.2,2022-07-01
YAKIMA,WA,7.2,2022-07-01
BECKLEY,WV,5.4,2022-07-01
CHARLESTON,WV,3.5,2022-07-01
ELKINS,WV,3.6,2022-07-01
HUNTINGTON,WV,4.6,2022-07-01
GREEN BAY,WI,7.1,2022-07-01
LA CROSSE,WI,7.5,2022-07-01
MADISON,WI,6.6,2022-07-01
MILWAUKEE,WI,8.9,2022-07-01
CASPER,WY,9.3,2022-07-01
CHEYENNE,WY,9.9,2022-07-01
LANDER,WY,7.1,2022-07-01
SHERIDAN,WY,6.5,2022-07-01
GUAM,PC,7.5,2022-07-01
KOROR,PC,6.0,2022-07-01
SAN JUAN,PR,9.6,2022-07-01
BIRMINGHAM,AL,4.8,2022-08-01
HUNTSVILLE,AL,5.1,2022-08-01
MOBILE,AL,5.6,2022-08-01
MONTGOMERY,AL,4.6,2022-08-01
ANCHORAGE,AK,6.6,2022-08-01
ANNETTE,AK,6.5,2022-08-01
BARROW,AK,12.3,2022-08-01
BETHEL,AK,10.3,2022-08-01
BETTLES,AK,5.0,2022-08-01
BIG DELTA,AK,7.0,2022-08-01
COLD BAY,AK,15.0,2022-08-01
FAIRBANKS,AK,5.0,2022-08-01
GULKANA,AK,7.0,2022-08-01
HOMER,AK,6.2,2022-08-01
JUNEAU,AK,6.9,2022-08-01
KING SALMON,AK,8.8,2022-08-01
KODIAK,AK,8.5,2022-08-01
KOTZEBUE,AK,11.9,2022-08-01
MCGRATH,AK,4.8,2022-08-01
NOME,AK,9.5,2022-08-01
TALKEETNA,AK,3.4,2022-08-01
VALDEZ,AK,4.2,2022-08-01
YAKUTAT,AK,4.9,2022-08-01
FLAGSTAFF,AZ,4.4,2022-08-01
PHOENIX,AZ,6.8,2022-08-01
TUCSON,AZ,7.5,2022-08-01
WINSLOW,AZ,7.5,2022-08-01
FORT SMITH,AR,5.7,2022-08-01
LITTLE ROCK,AR,5.7,2022-08-01
BAKERSFIELD,CA,6.9,2022-08-01
BISHOP,CA,7.8,2022-08-01
BLUE CANYON,CA,4.5,2022-08-01
FRESNO,CA,6.9,2022-08-01
LONG BEACH,CA,6.1,2022-08-01
LOS ANGELES,CA,2.0,2022-08-01
REDDING,CA,5.4,2022-08-01
SACRAMENTO,CA,7.0,2022-08-01
SAN DIEGO,CA,6.8,2022-08-01
SAN FRANCISCO,CA,12.3,2022-08-01
SANTA BARBARA,CA,5.6,2022-08-01
SANTA MARIA,CA,6.8,2022-08-01
STOCKTON,CA,8.0,2022-08-01
ALAMOSA,CO,6.3,2022-08-01
COLORADO SPRINGS,CO,8.5,2022-08-01
DENVER,CO,7.5,2022-08-01
